id,happiness
8001,3.9229869119085334
8002,3.1377013640584055
8003,3.6121860090256024
8004,4.326218172209414
8005,2.8504764376057516
8006,4.1268050288097555
8007,4.049731708058404
8008,4.636481026596492
8009,3.8682950514572196
8010,3.110288955632706
8011,3.322435004503845
8012,3.72495143046426
8013,3.9096323114947644
8014,3.4764307484578842
8015,3.8546254621359624
8016,4.357116647586423
8017,3.5711130689114676
8018,4.212202384236228
8019,3.875033207102709
8020,3.8747771772614814
8021,4.100240043508629
8022,3.6372868131132345
8023,3.4454243736111576
8024,3.201985307379101
8025,3.4659924416168115
8026,4.042441053440154
8027,4.012880206343822
8028,3.82987672183515
8029,4.096013656008839
8030,4.280082745161627
8031,3.766932389802713
8032,4.2345843960073655
8033,4.117297943624738
8034,3.4020834048941633
8035,3.5963177854778636
8036,4.656978532946039
8037,3.969514762313631
8038,4.064436044904542
8039,3.6223992646612992
8040,4.195791072833536
8041,4.6267772511163345
8042,3.666513485443186
8043,4.005306045984737
8044,3.8898626385341837
8045,4.18323432141127
8046,4.190644576926893
8047,4.260179508114644
8048,3.9348310123956023
8049,3.7359570178085293
8050,4.542794905290618
8051,3.406772587253282
8052,4.123576598732535
8053,3.12975316729372
8054,3.853292098046535
8055,4.06533622508661
8056,3.3638554596876475
8057,3.867650578576808
8058,3.211386505190413
8059,3.2630339289213377
8060,4.167868152557812
8061,3.2842271081632997
8062,3.580159612759754
8063,3.487323058378523
8064,4.130648364335015
8065,4.047169826553384
8066,4.316524676759683
8067,3.713707734904334
8068,3.825276244856348
8069,3.600037432528457
8070,3.606639314267394
8071,3.3490492880586915
8072,3.8626111304197623
8073,3.7975688702621833
8074,3.8458958546208155
8075,3.3442519317246133
8076,3.791459729984867
8077,3.4827899795309984
8078,3.267418842896632
8079,4.872192890022243
8080,4.03719484577577
8081,3.9600288016714655
8082,3.9614010210639687
8083,4.364892303404094
8084,4.444407325153796
8085,4.478808233562552
8086,4.00825018903294
8087,4.075817445405577
8088,4.138811543674887
8089,3.415663662938025
8090,3.5593547971285155
8091,4.107467843344551
8092,3.469589355928889
8093,4.269488022436006
8094,4.265010967805379
8095,5.13178668469587
8096,3.638077091765036
8097,4.434909974603084
8098,4.045909387515548
8099,3.9375093929454934
8100,4.187446455429496
8101,4.029522785026028
8102,4.019379994859021
8103,3.704895222351162
8104,4.565113324808977
8105,3.979427658361253
8106,3.913266730354944
8107,4.091541703868254
8108,4.344639466482716
8109,4.019189195463407
8110,3.7497862501636563
8111,4.354934898929895
8112,3.3473627018775702
8113,3.6352763893861106
8114,3.6895760246902487
8115,4.0229251646138104
8116,3.8036094026623157
8117,3.615652318838825
8118,3.7219837732531276
8119,3.5986056374765245
8120,4.6048664436007
8121,3.5111570364274947
8122,4.549519192788811
8123,3.8613896245046333
8124,3.1732387888774567
8125,4.206533939442645
8126,4.531661669803595
8127,2.778652576888129
8128,3.909827654547552
8129,3.7162639824142487
8130,3.865083488586446
8131,4.2252008450810585
8132,4.174810738866081
8133,4.259507847512818
8134,4.147788512919761
8135,4.166677595673196
8136,4.439985921733526
8137,4.148055139487933
8138,3.3534047961540887
8139,4.039352209415967
8140,3.4499848296537188
8141,4.015475631346376
8142,3.797337648552458
8143,4.161581973228451
8144,3.6602588662545794
8145,4.297802429524035
8146,2.7131184613586807
8147,3.8572370223116947
8148,2.8594201109009587
8149,3.4294148735712238
8150,3.785354083192702
8151,3.2508214936642
8152,4.019022561951102
8153,3.752007802135281
8154,3.8295364752903036
8155,3.7409605673039272
8156,3.8489987787931197
8157,2.000995022284889
8158,3.3192992679845634
8159,4.188413338462935
8160,4.150569845728387
8161,3.469333100797431
8162,3.674978910024988
8163,3.9015425972667486
8164,3.8674862947787396
8165,4.037395613465375
8166,4.501537569419642
8167,3.877647171457038
8168,3.173702469512555
8169,3.7401130989574276
8170,3.9782823405915684
8171,4.018796913753553
8172,3.8336195132859556
8173,3.4430035582696226
8174,3.7880956489126096
8175,3.8706837844162774
8176,4.185879110775185
8177,2.7578476631490068
8178,4.487841929049507
8179,4.314178022324739
8180,3.3365912434023275
8181,3.7969760588447348
8182,4.094143041906357
8183,3.692201412745443
8184,3.8339095075490635
8185,3.382483951575024
8186,3.4519771152474785
8187,4.335108085299944
8188,3.8372315008648417
8189,3.7956939728949552
8190,3.9030639538609417
8191,4.090196951543326
8192,3.7698459666341293
8193,3.863714162564499
8194,4.043628638348849
8195,4.691825981768537
8196,3.6514120515441277
8197,3.5266293873524313
8198,3.979558132416873
8199,4.179160078252431
8200,5.195770516757551
8201,3.5333220078359027
8202,4.655197913051237
8203,3.830629369168092
8204,4.118352781849531
8205,4.2109827976366585
8206,3.881185968078278
8207,4.0480753800083775
8208,3.9033876632774067
8209,3.393696466905623
8210,4.049800487039452
8211,3.695547771142644
8212,4.202831885212043
8213,4.434730480281223
8214,4.077882821830595
